id,task_id,track_id,lang,category,type,topic,complexity,image,task,choices,hint,status,llm_answer,confidence_level,submitted_answer,llm_info,user_answers
1823,uuQqvqZqOqN5od4a,t-NXRh70LuVoeRD1,en,vqa,mcq,medical-field,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_mfqkeo6l7kd04ft6.png,there is another rubber hospital bed that is the same size as the red rubber hospital bed; what is its color?,"{'a': 'cyan', 'b': 'yellow', 'c': 'gray', 'd': 'green', 'e': 'red'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9998581770207782, ""margin"": 0.9998018003758483, ""entropy"": 0.001583517578328731, ""probs"": {""a"": 0.9998581770207782, ""b"": 5.6376644929889444e-05, ""c"": 3.427545886827504e-05, ""d"": 1.650084441133447e-05, ""e"": 3.467003101232551e-05}, ""adapter"": ""color""}","['b', 'b', 'a']"
1827,WPsuvfLYDj5w1Fs8,t-dWur4duZRnpV04,en,vqa,true-false,medical-field,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_5nplqigupt6rnge6.png,do the small object and the stethoscope have the same material?,"{'a': 'False', 'b': 'True'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.6008288985778544, ""margin"": 0.20165779715570875, ""entropy"": 0.6726741458236232, ""probs"": {""a"": 0.6008288985778544, ""b"": 0.3991711014221456}, ""adapter"": ""trfl""}","['b', 'a']"
1828,iEYkbfwHGjdmVdJY,t-lS1pRQfzMsQQIH,en,vqa,true-false,living-room,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_69xr3uakmhykfqq1.png,are there any other things of the same color as the rubber floor lamp?,"{'a': 'False', 'b': 'True'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8580634853319005, ""margin"": 0.7161269706638009, ""entropy"": 0.4084633069402945, ""probs"": {""a"": 0.1419365146680996, ""b"": 0.8580634853319005}, ""adapter"": ""trfl""}",['b']
1830,XxMGxYMJJOV4n6pz,t-bdDARpu7W36Wt2,en,vqa,true-false,construction-site,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_9vkjacbcfw6i0oew.png,are there any other things that are the same shape as the big purple object?,"{'a': 'False', 'b': 'True'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9195957779326851, ""margin"": 0.8391915558653702, ""entropy"": 0.2797555140133463, ""probs"": {""a"": 0.9195957779326851, ""b"": 0.08040422206731493}, ""adapter"": ""trfl""}",['a']
1832,yko9dgAlvLRwD6p8,t-On70vQcCQtW8gw,en,vqa,numeric,fashion,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hqqwvdtuu5h1o6a8.png,how many other objects are the same shape as the tiny purple metal object?,"{'a': '4', 'b': '3'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8355126136382521, ""margin"": 0.6710252272765043, ""entropy"": 0.4470366351459083, ""probs"": {""a"": 0.16448738636174792, ""b"": 0.8355126136382521}, ""adapter"": ""amount""}",['b']
1836,7B3zKndSi6W4Wtqc,t-XOySBAmx6M1yXB,en,vqa,numeric,construction-site,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_v4umf5z4zz4iosuj.png,what number of bulldozers are either tiny brown objects or green objects?,"{'a': '1', 'b': '0'}",,Submitted,a,1.0,b,"{""answer"": ""a"", ""confidence"": 0.5571286919056053, ""margin"": 0.1142573838112107, ""entropy"": 0.6866055287872348, ""probs"": {""a"": 0.5571286919056053, ""b"": 0.4428713080943946}, ""adapter"": ""amount""}","['b', 'b']"
1837,bOxUGMOczafcfh0v,t-wopZdodnNo6K3Y,en,vqa,mcq,living-room,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_o7mi9tung4t8629r.png,there is a green metal thing that is the same size as the yellow television; what is its shape?,"{'a': 'floor lamp', 'b': 'bookshelf', 'c': 'coffee table', 'd': 'television', 'e': 'sofa'}",,Submitted,d,1.0,d,"{""answer"": ""d"", ""confidence"": 0.5555128673653899, ""margin"": 0.33634075251675605, ""entropy"": 1.158639770203218, ""probs"": {""a"": 0.2191721148486338, ""b"": 0.06317191258658075, ""c"": 0.1547879399136962, ""d"": 0.5555128673653899, ""e"": 0.007355165285699463}, ""adapter"": ""shape""}",['d']
1843,iA914mrhQQESJ8EA,t-eC8yWKKMhsQv9c,en,vqa,true-false,underwater,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_5roxw9hu1dgrg9gg.png,are there any other things of the same color as the big metal coral?,"{'a': 'False', 'b': 'True'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.8184618852201596, ""margin"": 0.6369237704403192, ""entropy"": 0.47371780681120756, ""probs"": {""a"": 0.8184618852201596, ""b"": 0.18153811477984041}, ""adapter"": ""trfl""}",['a']
1844,zZhdAWJVJA5zYI3X,t-3DPUPyITHvlM5S,en,vqa,true-false,living-room,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_nyrzyc7sq3g62z9m.png,is there a tiny blue object?,"{'a': 'True', 'b': 'False'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9521981217556448, ""margin"": 0.9043962435112894, ""entropy"": 0.1919914254746673, ""probs"": {""a"": 0.9521981217556448, ""b"": 0.0478018782443553}, ""adapter"": ""trfl""}",['a']
1846,Uz96zWgYDd7lTNlM,t-S8VUedgJiYQq0G,en,vqa,mcq,construction-site,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_cbqyv7w6y7eyzuvj.png,there is another rubber object that is the same shape as the big cyan thing; what is its color?,"{'a': 'brown', 'b': 'green', 'c': 'gray', 'd': 'purple', 'e': 'cyan'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8912888691628409, ""margin"": 0.7868959235880719, ""entropy"": 0.36570399273425425, ""probs"": {""a"": 0.0008915510822058211, ""b"": 0.8912888691628409, ""c"": 0.0005636020008875578, ""d"": 0.10439294557476894, ""e"": 0.0028630321792968787}, ""adapter"": ""color""}",['b']
1847,y5u4eb3eF8ubR2Wd,t-6pI6a0auxpkvem,en,vqa,mcq,school,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_h089x0aq9pdiays9.png,what is the color of the ruler that is the same size as the gray rubber thing?,"{'a': 'purple', 'b': 'cyan', 'c': 'brown'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9999493832287994, ""margin"": 0.9999086060742738, ""entropy"": 0.0005762078964160798, ""probs"": {""a"": 9.839616674955624e-06, ""b"": 0.9999493832287994, ""c"": 4.077715452569954e-05}, ""adapter"": ""color""}",['b']
1848,OsVvahjoQLRwaaa6,t-51doAYhj1fIolM,en,vqa,mcq,garage-workshop,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_veooxec2ahyx4aak.png,the mechanic overalls that is the same color as the metal tire is what size?,"{'a': 'large', 'b': 'small'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.897156268856022, ""margin"": 0.7943125377120438, ""entropy"": 0.3312867358264203, ""probs"": {""a"": 0.10284373114397813, ""b"": 0.897156268856022}, ""adapter"": ""size""}",['b']
1849,nChSVwjzOerH7iOY,t-uXX83Z0u10nftE,en,vqa,mcq,construction-site,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_t4muafrzjf96sd73.png,what is the color of the large hard hat that is the same material as the small brown bulldozer?,"{'a': 'red', 'b': 'green', 'c': 'gray', 'd': 'brown', 'e': 'cyan'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9996510652157865, ""margin"": 0.9995163649305677, ""entropy"": 0.0035436346179283686, ""probs"": {""a"": 0.00013470028521876036, ""b"": 0.9996510652157865, ""c"": 7.92410562604349e-05, ""d"": 0.00012182812273199458, ""e"": 1.3165320002329223e-05}, ""adapter"": ""color""}",['b']
1851,NN8LUqxo2bTbt6WR,t-EIXwqZAQPlm5gb,en,vqa,mcq,garage-workshop,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_qhxvivotnu6vajw1.png,there is another mechanic overalls that is the same size as the purple mechanic overalls; what color is it?,"{'a': 'purple', 'b': 'gray', 'c': 'red'}",,Submitted,c,1.0,c,"{""answer"": ""c"", ""confidence"": 0.9947087275032438, ""margin"": 0.9908728508247793, ""entropy"": 0.036124941620134986, ""probs"": {""a"": 0.0038358766784645283, ""b"": 0.001455395818291652, ""c"": 0.9947087275032438}, ""adapter"": ""color""}",['c']
1855,QbTinqZvlOfU3Ocb,t-lMUlZYUghIhE4e,en,vqa,mcq,music,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_cuz08gadbj98jq6q.png,the other rubber object that is the same shape as the large brown object is what color?,"{'a': 'cyan', 'b': 'purple', 'c': 'green', 'd': 'blue'}",,Submitted,a,1.0,d,"{""answer"": ""a"", ""confidence"": 0.6019574646651579, ""margin"": 0.27814302169021726, ""entropy"": 0.8973332008108013, ""probs"": {""a"": 0.6019574646651579, ""b"": 0.3238144429749406, ""c"": 0.012488295174457835, ""d"": 0.06173979718544361}, ""adapter"": ""color""}","['d', 'd', 'd']"
1857,LzSm51OOIUcmLPqz,t-M0BSHoVmc7AnUR,en,vqa,true-false,underwater,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_b8tahxhwc7waq16i.png,is the large rubber fish the same color as the large metal thing?,"{'a': 'True', 'b': 'False'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9600393192065592, ""margin"": 0.9200786384131182, ""entropy"": 0.167819169040629, ""probs"": {""a"": 0.9600393192065592, ""b"": 0.0399606807934409}, ""adapter"": ""trfl""}",['a']
1858,6zmKxOd0mxmZtSLM,t-zhD61JA1ePw256,en,vqa,mcq,animals,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_a1tlh2f5qhjzag2e.png,the big cyan rubber object has what shape?,"{'a': 'fish', 'b': 'cat', 'c': 'rabbit', 'd': 'dog', 'e': 'bird'}",,Submitted,c,1.0,c,"{""answer"": ""c"", ""confidence"": 0.9997483432023643, ""margin"": 0.9996592594304599, ""entropy"": 0.002678972524763313, ""probs"": {""a"": 5.382046437247673e-05, ""b"": 5.900286854285782e-05, ""c"": 0.9997483432023643, ""d"": 8.908377190444585e-05, ""e"": 4.974969281585671e-05}, ""adapter"": ""shape""}",['c']
1859,xuXYmNdZknCYPpao,t-GwkcU8mr83Q584,en,vqa,numeric,garage-workshop,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_mfa33vs7m5k1n0m3.png,how many other things are the same shape as the yellow metal object?,"{'a': '2', 'b': '3'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.7448988394140769, ""margin"": 0.4897976788281536, ""entropy"": 0.5678702616960792, ""probs"": {""a"": 0.7448988394140769, ""b"": 0.25510116058592325}, ""adapter"": ""amount""}",['a']
1861,4yhEtPh5TW7Y5Jj9,t-nVsA8UCSgmSRdF,en,vqa,true-false,garage-workshop,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_svi66hemalefqkvt.png,are there any small brown hammers that have the same material as the green object?,"{'a': 'True', 'b': 'False'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9925564833582261, ""margin"": 0.9851129667164522, ""entropy"": 0.04389204201936325, ""probs"": {""a"": 0.007443516641773904, ""b"": 0.9925564833582261}, ""adapter"": ""trfl""}",['b']
1866,2yfipR3HM5iYaCBv,t-n5ifEaAGAGUCKX,en,vqa,mcq,music,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_vfopzdunet6knr3u.png,what color is the metal thing that is the same shape as the small green rubber thing?,"{'a': 'brown', 'b': 'yellow', 'c': 'cyan', 'd': 'red', 'e': 'gray'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9933795681114933, ""margin"": 0.9911968721501754, ""entropy"": 0.04877189179330534, ""probs"": {""a"": 0.9933795681114933, ""b"": 0.0016434362122304982, ""c"": 0.0017763512003218193, ""d"": 0.0021826959613178718, ""e"": 0.0010179485146365103}, ""adapter"": ""color""}",['a']
1867,LGQWDESHdzT3gbG7,t-lyuN2EEEaRvPZ4,en,vqa,numeric,kitchen,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hb1tmnwk5qx3s9x7.png,what number of other objects are the same shape as the tiny brown metal object?,"{'a': '1', 'b': '2'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.5084406393307198, ""margin"": 0.016881278661439625, ""entropy"": 0.6930046850048666, ""probs"": {""a"": 0.5084406393307198, ""b"": 0.4915593606692802}, ""adapter"": ""amount""}",['a']
1869,7lmmkDin7AL3aNcO,t-2dG8Opvxem1Miv,en,vqa,true-false,medical-field,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_jtgf45coec51e8ag.png,are there any other things that are the same shape as the small cyan metal thing?,"{'a': 'False', 'b': 'True'}",,Submitted,a,1.0,b,"{""answer"": ""a"", ""confidence"": 0.5726202183034426, ""margin"": 0.14524043660688518, ""entropy"": 0.682562389368923, ""probs"": {""a"": 0.5726202183034426, ""b"": 0.4273797816965574}, ""adapter"": ""trfl""}","['b', 'b']"
1870,bQSMVzj3IHZ28x8B,t-ZsyP4oBwUtAPAa,en,vqa,true-false,living-room,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_cp1iyatdo4fj6ve2.png,are there any yellow objects that have the same material as the big red television?,"{'a': 'False', 'b': 'True'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9619609003537298, ""margin"": 0.9239218007074597, ""entropy"": 0.1616614301699904, ""probs"": {""a"": 0.9619609003537298, ""b"": 0.0380390996462702}, ""adapter"": ""trfl""}",['a']
1872,X1FyHQvotW1ezSUf,t-YLfWqYo1IwWrJE,en,vqa,mcq,construction-site,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_sjkvcn8ras5jw0qg.png,what is the shape of the big cyan thing?,"{'a': 'traffic cone', 'b': 'bulldozer', 'c': 'crane', 'd': 'hard hat'}",,Submitted,d,1.0,d,"{""answer"": ""d"", ""confidence"": 0.8002031451722432, ""margin"": 0.618791076414974, ""entropy"": 0.5675725238509026, ""probs"": {""a"": 0.18141206875726917, ""b"": 0.01649980013739491, ""c"": 0.0018849859330927394, ""d"": 0.8002031451722432}, ""adapter"": ""shape""}",['d']
1873,05cs8PINJxfjV7pt,t-rIl92AjlPhTCrG,en,vqa,numeric,office,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_7eg3nykz1jtfig9e.png,what number of small things are either brown rubber objects or green metal things?,"{'a': '5', 'b': '3'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9921312478278835, ""margin"": 0.984262495655767, ""entropy"": 0.04596068149176877, ""probs"": {""a"": 0.007868752172116553, ""b"": 0.9921312478278835}, ""adapter"": ""amount""}",['b']
1876,6KvcwUmYCoDtcOXR,t-1LrakDduGxkxJm,en,vqa,true-false,construction-site,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_okqkm6qyi4yy67w4.png,does the bulldozer have the same material as the tiny green crane?,"{'a': 'True', 'b': 'False'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.911005837380756, ""margin"": 0.822011674761512, ""entropy"": 0.3002044852580117, ""probs"": {""a"": 0.911005837380756, ""b"": 0.08899416261924396}, ""adapter"": ""trfl""}",['a']
1879,z7DKVUGEeYU98g2P,t-QVwzDq7nRfmbWL,en,vqa,numeric,living-room,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_vx106tmsmvg0yg5x.png,what number of other objects are the same shape as the small purple metal object?,"{'a': '3', 'b': '1'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8204239034075718, ""margin"": 0.6408478068151435, ""entropy"": 0.4707500928470186, ""probs"": {""a"": 0.17957609659242824, ""b"": 0.8204239034075718}, ""adapter"": ""amount""}",['b']
1880,G28KiFZcglH5wRd7,t-bJrT9eQDsENAl5,en,vqa,true-false,garage-workshop,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0grc1tkiatjok1vz.png,is the number of large purple metal mechanic overalls greater than the number of cyan metal screwdrivers?,"{'a': 'True', 'b': 'False'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9752691448767229, ""margin"": 0.9505382897534459, ""entropy"": 0.1159193291365987, ""probs"": {""a"": 0.024730855123277017, ""b"": 0.9752691448767229}, ""adapter"": ""trfl""}",['b']
1881,4kCCY325QijFOMKS,t-6wOfba2LSgsZGN,en,vqa,numeric,fashion,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_sohp7ijyk5uft44f.png,how many large objects are rubber things or objects?,"{'a': '4', 'b': '5'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9153499571951788, ""margin"": 0.8306999143903575, ""entropy"": 0.2899820203665172, ""probs"": {""a"": 0.9153499571951788, ""b"": 0.08465004280482127}, ""adapter"": ""amount""}","['b', 'a']"
1884,HCOgeGZFpTfqlyvt,t-QbqIDJbUwU1Kwv,en,vqa,numeric,living-room,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_953rp0nh2ghyurv4.png,what number of things are there?,"{'a': '4', 'b': '3'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.8750491472151669, ""margin"": 0.7500982944303338, ""entropy"": 0.37667451414635356, ""probs"": {""a"": 0.8750491472151669, ""b"": 0.1249508527848331}, ""adapter"": ""amount""}",['a']
1886,fEaEltHbCXhUH9BE,t-zhw9QmTirPhLE8,en,vqa,numeric,underwater,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_02ug4us2m8d0ohfr.png,what number of other things are the same size as the blue rubber object?,"{'a': '4', 'b': '2'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9330609109472664, ""margin"": 0.8661218218945328, ""entropy"": 0.2456483694779305, ""probs"": {""a"": 0.06693908905273355, ""b"": 0.9330609109472664}, ""adapter"": ""amount""}",['b']
1892,ki2cMsqRqZSAA87c,t-VtXmfKgXGwVEIN,en,vqa,true-false,living-room,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ur04azqhn0q76kqz.png,is there a tiny brown metal floor lamp?,"{'a': 'True', 'b': 'False'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9937893054712361, ""margin"": 0.9875786109424722, ""entropy"": 0.03775090397633334, ""probs"": {""a"": 0.006210694528763899, ""b"": 0.9937893054712361}, ""adapter"": ""trfl""}",['b']
1893,hDpvOIwRyF5VU0YE,t-ZgVwcC5bp6uKAL,en,vqa,mcq,medical-field,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_x5eihdxn0hwwz806.png,there is a big gray object that is the same shape as the big purple metal thing; what is its material?,"{'a': 'rubber', 'b': 'metal'}",,Submitted,a,0.0,b,"{""answer"": ""a"", ""confidence"": 0.9634474366929928, ""margin"": 0.9268948733859856, ""entropy"": 0.15682880353954726, ""probs"": {""a"": 0.9634474366929928, ""b"": 0.03655256330700716}, ""adapter"": ""material""}","['b', 'b']"
1898,BkFxVksB3gGIV716,t-bRFQZnd36vh9kw,en,vqa,true-false,living-room,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_mz94sllifyt5eeim.png,does the cyan rubber object have the same shape as the yellow object?,"{'a': 'True', 'b': 'False'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.85554356093998, ""margin"": 0.7110871218799599, ""entropy"": 0.4129714605549113, ""probs"": {""a"": 0.1444564390600201, ""b"": 0.85554356093998}, ""adapter"": ""trfl""}",['b']
1901,spfxcvmkoSdxQUEe,t-FQrZHEfaZRlIIU,en,vqa,true-false,garage-workshop,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_qifuo12cmy0p5dk8.png,are there any large red objects that have the same shape as the cyan rubber object?,"{'a': 'False', 'b': 'True'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8722289144321483, ""margin"": 0.7444578288642967, ""entropy"": 0.38212756102524004, ""probs"": {""a"": 0.12777108556785163, ""b"": 0.8722289144321483}, ""adapter"": ""trfl""}",['b']
1903,MxBh73d71bzD8Lwh,t-Jo4UVAvkQlTaZz,en,vqa,true-false,school,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_57dtqm6v0adxv5j6.png,do the purple metal object and the large gray thing have the same shape?,"{'a': 'True', 'b': 'False'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9276359833108166, ""margin"": 0.8552719666216334, ""entropy"": 0.2597114400800157, ""probs"": {""a"": 0.9276359833108166, ""b"": 0.07236401668918324}, ""adapter"": ""trfl""}",['a']
1907,RberM0Zq62osMjC7,t-sxRK3rQe2bCwFQ,en,vqa,numeric,uae,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_9hh36glmqk3tb8sd.png,how many large things are either brown camels or yellow rubber bedouin tents?,"{'a': '3', 'b': '1'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9730952329481594, ""margin"": 0.9461904658963187, ""entropy"": 0.12381243182340781, ""probs"": {""a"": 0.026904767051840642, ""b"": 0.9730952329481594}, ""adapter"": ""amount""}",['b']
1908,ztMoouMBodqBUv7J,t-eCmGNNMC2EtUUa,en,vqa,true-false,medical-field,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_31jvfls7ss1hkida.png,do the small purple injection and the small gray medicine bottle have the same material?,"{'a': 'False', 'b': 'True'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8257892336910737, ""margin"": 0.6515784673821474, ""entropy"": 0.46250049634293416, ""probs"": {""a"": 0.1742107663089263, ""b"": 0.8257892336910737}, ""adapter"": ""trfl""}","['a', 'b']"
1912,3hRB5ZFODSu2gN21,t-lUm7UuIfNA6C1N,en,vqa,numeric,school,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hekk8pvirm4ng0gz.png,what number of other things are the same color as the tiny metal pencil?,"{'a': '1', 'b': '2'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.5914706992348306, ""margin"": 0.1829413984696613, ""entropy"": 0.6763187907274812, ""probs"": {""a"": 0.5914706992348306, ""b"": 0.40852930076516936}, ""adapter"": ""amount""}",['a']
1913,Kxt6fHhXpGx4f7Sn,t-jBg0lCYl8Owu4h,en,vqa,mcq,living-room,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ukbuqkegz641oywb.png,what is the size of the rubber object that is the same color as the large rubber television?,"{'a': 'large', 'b': 'small'}",,Submitted,a,1.0,b,"{""answer"": ""a"", ""confidence"": 0.532490648990495, ""margin"": 0.06498129798099, ""entropy"": 0.691034407658172, ""probs"": {""a"": 0.532490648990495, ""b"": 0.467509351009505}, ""adapter"": ""size""}","['b', 'b']"
1914,zr4kn2tcxkT2OHNj,t-ocdlROhH4hCvqz,en,vqa,numeric,animals,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_3j652654qmibesqr.png,what number of other objects are the same material as the tiny rabbit?,"{'a': '7', 'b': '5'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.864662605592988, ""margin"": 0.7293252111859759, ""entropy"": 0.3964083681621541, ""probs"": {""a"": 0.13533739440701212, ""b"": 0.864662605592988}, ""adapter"": ""amount""}",['b']
1917,Se22b30KkoJXarG8,t-WLELpo2vv9633g,en,vqa,true-false,living-room,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_o2de9okqc5om3i4w.png,is the number of big yellow objects greater than the number of big brown televisions?,"{'a': 'True', 'b': 'False'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9560668191154063, ""margin"": 0.9121336382308124, ""entropy"": 0.18024860990437575, ""probs"": {""a"": 0.9560668191154063, ""b"": 0.043933180884593886}, ""adapter"": ""trfl""}",['a']
1919,MqRLGZIFdFjxSNpq,t-5vYv7KGhs97JYZ,en,vqa,numeric,office,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_218ccuk2gn05clmf.png,what number of small cyan things have the same material as the purple pen holder?,"{'a': '1', 'b': '2'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.7436013089925521, ""margin"": 0.48720261798510406, ""entropy"": 0.5692562550568325, ""probs"": {""a"": 0.7436013089925521, ""b"": 0.256398691007448}, ""adapter"": ""amount""}","['b', 'a']"
1924,D3iyMVNbpDezNGJu,t-IhZkJMn0PH1gnp,en,vqa,mcq,medical-field,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_fg3jdrrhxlgrt9nd.png,there is a small green object that is the same shape as the yellow object; what is its material?,"{'a': 'metal', 'b': 'rubber'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9966106032690005, ""margin"": 0.9932212065380011, ""entropy"": 0.022659495655081012, ""probs"": {""a"": 0.9966106032690005, ""b"": 0.003389396730999455}, ""adapter"": ""material""}","['b', 'a']"
1925,arv3fx4AmXoAVm3m,t-MkZgS8uD1AImR5,en,vqa,true-false,uae,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_2yo7iaqd2o96zsl9.png,are any big rubber bedouin tents visible?,"{'a': 'False', 'b': 'True'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.6624995031528988, ""margin"": 0.3249990063057978, ""entropy"": 0.639363634767623, ""probs"": {""a"": 0.6624995031528988, ""b"": 0.33750049684710104}, ""adapter"": ""trfl""}",['a']
